Country,State,Year,Crime Head,"Number Of Incidences Or Cases (UOM:Number), Scaling Factor:1","Number Of Senior Citizen Victims (UOM:Number), Scaling Factor:1","Crime Rate Per Lakh Population (UOM:PerLakh(100000)), Scaling Factor:1"
India,13,3,2,0,0,0
India,13,3,3,0,0,0
India,13,3,4,0,0,0
India,13,3,5,0,0,0
India,13,3,6,0,0,0
India,13,3,16,9,9,0.4
India,13,3,18,7,7,0.3
India,13,3,12,0,0,0
India,14,3,14,3,4,0.1
India,14,3,13,39,39,0.7
India,14,3,17,48,49,0.8
India,14,3,22,0,0,0
India,14,3,21,43,44,0.7
India,14,3,20,35,38,0.6
India,14,3,18,114,114,2
India,14,3,19,346,369,6
India,14,3,12,89,89,1.5
India,14,3,11,2,2,0
India,14,3,10,156,160,2.7
India,14,3,9,72,76,1.2
India,14,3,16,1172,1214,20.2
India,14,3,8,4,4,0.1
India,14,3,7,33,36,0.6
India,14,3,6,11,11,0.2
India,14,3,5,183,185,3.2
India,14,3,4,7,7,0.1
India,14,3,3,165,167,2.8
India,14,3,2,3,3,0.1
India,14,3,1,1,1,0
India,14,3,0,2,2,0
India,14,3,15,1,1,0
India,15,3,5,45,45,1.1
India,15,3,7,67,67,1.6
India,15,3,8,2,2,0
India,15,3,9,54,57,1.3
India,15,3,10,120,122,2.9
India,15,3,11,15,15,0.4
India,15,3,12,56,60,1.3
India,15,3,19,192,194,4.6
India,15,3,18,13,13,0.3
India,15,3,16,683,696,16.3
India,15,3,20,32,33,0.8
India,15,3,21,20,21,0.5
India,15,3,22,46,46,1.1
India,15,3,17,6,6,0.1
India,15,3,13,9,9,0.2
India,15,3,14,5,5,0.1
India,15,3,15,1,1,0
India,15,3,0,1,1,0
India,15,3,1,0,0,0
India,15,3,2,0,0,0
India,15,3,3,42,42,1
India,15,3,4,2,2,0
India,15,3,6,1,1,0
India,16,3,12,0,0,0
India,16,3,16,0.021873139950966475,0.04374627990193295,0.1
India,16,3,18,0,0,0
India,16,3,19,0,0,0
India,16,3,11,0,0,0
India,16,3,10,0,0,0
India,16,3,9,0.021873139950966475,0.04374627990193295,0.1
India,16,3,8,0,0,0
India,16,3,7,0,0,0
India,16,3,6,0,0,0
India,16,3,5,0,0,0
India,16,3,4,0,0,0
India,16,3,3,0,0,0
India,16,3,2,0,0,0
India,16,3,1,0,0,0
India,16,3,0,0,0,0
India,16,3,15,0,0,0
India,16,3,14,0,0,0
India,16,3,13,0,0,0
India,16,3,17,0,0,0
India,16,3,22,0,0,0
India,16,3,21,0,0,0
India,16,3,20,0,0,0
India,17,3,0,0,0,0
India,17,3,15,0,0,0
India,17,3,14,0,0,0
India,17,3,13,0,0,0
India,17,3,17,0,0,0
India,17,3,22,0,0,0
India,17,3,21,0,0,0
India,17,3,20,0,0,0
India,17,3,16,0,0,0
India,17,3,18,0,0,0
India,17,3,19,0,0,0
India,17,3,12,0,0,0
India,17,3,11,0,0,0
India,17,3,10,0,0,0
India,17,3,9,0,0,0
India,17,3,8,0,0,0
India,17,3,7,0,0,0
India,17,3,6,0,0,0
India,17,3,5,0,0,0
India,17,3,4,0,0,0
India,17,3,3,0,0,0
India,17,3,2,0,0,0
India,17,3,1,0,0,0
India,18,3,19,2012,2058,35.2
India,18,3,2,12,12,0.2
India,18,3,1,0,0,0
India,18,3,0,3,3,0.1
India,18,3,15,3,3,0.1
India,18,3,14,5,5,0.1
India,18,3,13,81,81,1.4
India,18,3,17,467,468,8.2
India,18,3,20,7,7,0.1
India,18,3,21,49,49,0.9
India,18,3,4,5,5,0.1
India,18,3,5,86,89,1.5
India,18,3,6,21,24,0.4
India,18,3,7,160,161,2.8
India,18,3,8,3,3,0.1
India,18,3,9,113,114,2
India,18,3,10,730,730,12.8
India,18,3,11,8,8,0.1
India,18,3,12,53,54,0.9
India,18,3,3,60,60,1.1
India,18,3,18,395,395,6.9
India,18,3,16,4184,4237,73.2
India,18,3,22,0,0,0
India,19,3,16,6163,6269,55.5
India,19,3,18,2051,2051,18.5
India,19,3,19,973,978,8.8
India,19,3,12,325,328,2.9
India,19,3,11,2,2,0
India,19,3,10,1129,1209,10.2
India,19,3,9,158,162,1.4
India,19,3,8,3,3,0
India,19,3,7,240,245,2.2
India,19,3,6,103,105,0.9
India,19,3,5,988,993,8.9
India,19,3,4,49,49,0.4
India,19,3,3,836,839,7.5
India,19,3,2,16,16,0.1
India,19,3,1,1,1,0
India,19,3,0,10,10,0.1
India,19,3,15,9,9,0.1
India,19,3,14,9,9,0.1
India,19,3,13,122,123,1.1
India,19,3,17,15,15,0.1
India,19,3,22,0,0,0
India,19,3,21,79,82,0.7
India,19,3,20,43,43,0.4
India,20,3,10,1,1,0.5
India,20,3,20,0,0,0
India,20,3,21,0,0,0
India,20,3,22,0,0,0
India,20,3,17,0,0,0
India,20,3,13,0,0,0
India,20,3,14,0,0,0
India,20,3,15,0,0,0
India,20,3,0,0,0,0
India,20,3,1,0,0,0
India,20,3,2,0,0,0
India,20,3,3,2,2,1
India,20,3,4,0,0,0
India,20,3,5,2,2,1
India,20,3,6,0,0,0
India,20,3,7,1,1,0.5
India,20,3,8,0,0,0
India,20,3,9,4,4,2
India,20,3,11,1,1,0.5
India,20,3,12,0,0,0
India,20,3,19,0,0,0
India,20,3,18,1,1,0.5
India,20,3,16,10,10,5
India,21,3,21,0,0,0
India,21,3,20,0,0,0
India,21,3,16,1,1,0.7
India,21,3,18,0,0,0
India,21,3,19,0,0,0
India,21,3,12,0,0,0
India,21,3,11,1,1,0.7
India,21,3,10,0,0,0
India,21,3,9,0,0,0
India,21,3,8,0,0,0
India,21,3,7,0,0,0
India,21,3,6,0,0,0
India,21,3,5,0,0,0
India,21,3,4,0,0,0
India,21,3,3,0,0,0
India,21,3,2,0,0,0
India,21,3,1,0,0,0
India,21,3,0,0,0,0
India,21,3,15,0,0,0
India,21,3,14,0,0,0
India,21,3,13,0,0,0
India,21,3,17,0,0,0
India,21,3,22,0,0,0
India,22,3,18,0,0,0
India,22,3,16,9,9,13.1
India,22,3,17,2,2,2.9
India,22,3,13,0,0,0
India,22,3,14,0,0,0
India,22,3,15,0,0,0
India,22,3,0,0,0,0
India,22,3,1,0,0,0
India,22,3,2,0,0,0
India,22,3,3,0,0,0
India,22,3,4,0,0,0
India,22,3,5,0,0,0
India,22,3,6,0,0,0
India,22,3,7,1,1,1.5
India,22,3,8,0,0,0
India,22,3,9,2,2,2.9
India,22,3,10,3,3,4.4
India,22,3,11,1,1,1.5
India,22,3,12,0,0,0
India,22,3,19,0,0,0
India,22,3,22,0,0,0
India,22,3,21,0,0,0
India,22,3,20,0,0,0
India,23,3,9,0,0,0
India,23,3,8,0,0,0
India,23,3,7,1,1,1
India,23,3,6,2,2,1.9
India,23,3,5,6,6,5.8
India,23,3,4,0,0,0
India,23,3,3,4,4,3.9
India,23,3,2,0,0,0
India,23,3,1,0,0,0
India,23,3,0,0,0,0
India,23,3,15,0,0,0
India,23,3,14,0,0,0
India,23,3,13,0,0,0
India,23,3,17,0,0,0
India,23,3,22,0,0,0
India,23,3,21,2,2,1.9
India,23,3,20,0,0,0
India,23,3,12,1,1,1
India,23,3,19,0,0,0
India,23,3,11,0,0,0
India,23,3,18,5,5,4.9
India,23,3,16,16,16,15.6
India,23,3,10,1,1,1
India,24,3,10,51,51,1.3
India,24,3,17,42,42,1.1
India,24,3,13,0,0,0
India,24,3,14,0,0,0
India,24,3,15,0,0,0
India,24,3,0,0,0,0
India,24,3,1,0,0,0
India,24,3,2,1,1,0
India,24,3,3,6,6,0.2
India,24,3,4,0,0,0
India,24,3,5,6,6,0.2
India,24,3,6,0,0,0
India,24,3,7,3,3,0.1
India,24,3,8,0,0,0
India,24,3,9,3,3,0.1
India,24,3,11,2,2,0.1
India,24,3,12,1,1,0
India,24,3,19,16,16,0.4
India,24,3,18,16,16,0.4
India,24,3,16,157,157,3.9
India,24,3,20,11,11,0.3
India,24,3,21,5,5,0.1
India,24,3,22,0,0,0
India,25,3,21,0,0,0
India,25,3,20,0,0,0
India,25,3,19,0,0,0
India,25,3,12,0,0,0
India,25,3,11,0,0,0
India,25,3,10,0,0,0
India,25,3,9,0,0,0
India,25,3,8,0,0,0
India,25,3,7,0,0,0
India,25,3,6,0,0,0
India,25,3,5,0,0,0
India,25,3,4,0,0,0
India,25,3,3,0,0,0
India,25,3,2,0,0,0
India,25,3,1,0,0,0
India,25,3,0,0,0,0
India,25,3,15,0,0,0
India,25,3,14,0,0,0
India,25,3,18,0,0,0
India,25,3,16,0,0,0
India,25,3,13,0,0,0
India,25,3,17,0,0,0
India,25,3,22,0,0,0
India,26,3,19,23,23,0.8
India,26,3,11,2,2,0.1
India,26,3,10,20,20,0.7
India,26,3,16,228,231,8
India,26,3,20,3,3,0.1
India,26,3,21,7,7,0.2
India,26,3,22,0,0,0
India,26,3,17,0,0,0
India,26,3,13,12,12,0.4
India,26,3,14,7,7,0.2
India,26,3,15,0,0,0
India,26,3,0,0,0,0
India,26,3,1,0,0,0
India,26,3,2,1,1,0
India,26,3,3,31,31,1.1
India,26,3,4,0,0,0
India,26,3,5,48,49,1.7
India,26,3,6,17,18,0.6
India,26,3,7,32,32,1.1
India,26,3,8,2,3,0.1
India,26,3,9,36,37,1.3
India,26,3,12,3,3,0.1
India,26,3,18,32,32,1.1
India,27,3,7,0,0,0
India,27,3,20,1,1,0
India,27,3,16,437,437,8.5
India,27,3,6,1,1,0
India,27,3,5,89,89,1.7
India,27,3,4,13,13,0.3
India,27,3,3,75,75,1.5
India,27,3,2,0,0,0
India,27,3,1,0,0,0
India,27,3,0,0,0,0
India,27,3,15,0,0,0
India,27,3,14,1,1,0
India,27,3,13,20,20,0.4
India,27,3,17,0,0,0
India,27,3,22,0,0,0
India,27,3,21,4,4,0.1
India,27,3,11,2,2,0
India,27,3,12,2,2,0
India,27,3,10,215,215,4.2
India,27,3,9,4,4,0.1
India,27,3,8,0,0,0
India,27,3,18,56,56,1.1
India,27,3,19,43,43,0.8
India,28,3,2,0,0,0
India,28,3,20,0,0,0
India,28,3,21,0,0,0
India,28,3,22,0,0,0
India,28,3,17,0,0,0
India,28,3,13,0,0,0
India,28,3,16,2,2,4.9
India,28,3,18,0,0,0
India,28,3,19,0,0,0
India,28,3,12,0,0,0
India,28,3,11,1,1,2.5
India,28,3,14,0,0,0
India,28,3,10,0,0,0
India,28,3,9,1,1,2.5
India,28,3,8,0,0,0
India,28,3,7,0,0,0
India,28,3,6,0,0,0
India,28,3,5,0,0,0
India,28,3,4,0,0,0
India,28,3,3,0,0,0
India,28,3,1,0,0,0
India,28,3,0,0,0,0
India,28,3,15,0,0,0
India,29,3,18,569,569,7.6
India,29,3,20,1,1,0
India,29,3,21,55,56,0.7
India,29,3,22,0,0,0
India,29,3,17,32,32,0.4
India,29,3,13,27,27,0.4
India,29,3,14,0,0,0
India,29,3,15,4,4,0.1
India,29,3,0,4,4,0.1
India,29,3,1,0,0,0
India,29,3,2,14,14,0.2
India,29,3,3,144,144,1.9
India,29,3,4,4,4,0.1
India,29,3,5,171,171,2.3
India,29,3,6,23,23,0.3
India,29,3,7,17,17,0.2
India,29,3,8,3,3,0
India,29,3,9,173,177,2.3
India,29,3,10,698,712,9.3
India,29,3,11,4,4,0.1
India,29,3,12,190,190,2.5
India,29,3,19,551,565,7.3
India,29,3,16,2509,2542,33.4
India,30,3,14,8,9,0.2
India,30,3,13,321,323,9.3
India,30,3,17,22,22,0.6
India,30,3,20,7,7,0.2
India,30,3,22,0,0,0
India,30,3,21,28,32,0.8
India,30,3,19,260,272,7.5
India,30,3,12,29,29,0.8
India,30,3,11,1,1,0
India,30,3,10,313,322,9.1
India,30,3,9,52,53,1.5
India,30,3,8,2,2,0.1
India,30,3,7,35,39,1
India,30,3,6,42,42,1.2
India,30,3,5,302,314,8.8
India,30,3,4,20,20,0.6
India,30,3,3,240,252,7
India,30,3,2,4,4,0.1
India,30,3,1,0,0,0
India,30,3,0,2,2,0.1
India,30,3,15,2,2,0.1
India,30,3,18,137,137,4
India,30,3,16,1523,1568,44.2
India,31,3,15,0,0,0
India,31,3,13,0,0,0
India,31,3,17,0,0,0
India,31,3,22,0,0,0
India,31,3,21,0,0,0
India,31,3,20,0,0,0
India,31,3,16,2,2,8.8
India,31,3,18,0,0,0
India,31,3,19,0,0,0
India,31,3,12,0,0,0
India,31,3,11,0,0,0
India,31,3,10,0,0,0
India,31,3,9,1,1,4.4
India,31,3,8,0,0,0
India,31,3,7,0,0,0
India,31,3,6,1,1,4.4
India,31,3,5,1,1,4.4
India,31,3,4,0,0,0
India,31,3,3,0,0,0
India,31,3,2,0,0,0
India,31,3,1,0,0,0
India,31,3,0,0,0,0
India,31,3,14,0,0,0
India,32,3,7,2,2,0.7
India,32,3,16,19,19,6.6
India,32,3,18,0,0,0
India,32,3,19,0,0,0
India,32,3,12,0,0,0
India,32,3,11,0,0,0
India,32,3,8,0,0,0
India,32,3,9,6,6,2.1
India,32,3,10,9,9,3.1
India,32,3,20,0,0,0
India,32,3,21,0,0,0
India,32,3,22,0,0,0
India,32,3,17,0,0,0
India,32,3,13,0,0,0
India,32,3,14,1,1,0.3
India,32,3,15,0,0,0
India,32,3,0,0,0,0
India,32,3,1,0,0,0
India,32,3,2,0,0,0
India,32,3,3,1,1,0.3
India,32,3,4,0,0,0
India,32,3,5,1,1,0.3
India,32,3,6,0,0,0
India,33,3,19,49,49,0.3
India,33,3,16,475,491,3.1
India,33,3,18,41,41,0.3
India,33,3,12,7,7,0
India,33,3,11,3,3,0
India,33,3,10,61,62,0.4
India,33,3,9,194,209,1.3
India,33,3,8,0,0,0
India,33,3,7,24,24,0.2
India,33,3,6,30,30,0.2
India,33,3,5,51,51,0.3
India,33,3,4,6,6,0
India,33,3,3,15,15,0.1
India,33,3,2,0,0,0
India,33,3,1,0,0,0
India,33,3,0,0,0,0
India,33,3,15,0,0,0
India,33,3,14,10,10,0.1
India,33,3,13,1,1,0
India,33,3,17,14,14,0.1
India,33,3,22,1,1,0
India,33,3,21,16,16,0.1
India,33,3,20,3,3,0
India,34,3,13,0,0,0
India,34,3,10,1,1,0.1
India,34,3,14,0,0,0
India,34,3,15,0,0,0
India,34,3,0,0,0,0
India,34,3,22,0,0,0
India,34,3,1,0,0,0
India,34,3,2,0,0,0
India,34,3,3,0,0,0
India,34,3,4,0,0,0
India,34,3,5,0,0,0
India,34,3,6,0,0,0
India,34,3,7,0,0,0
India,34,3,8,2,2,0.2
India,34,3,9,2,2,0.2
India,34,3,12,0,0,0
India,34,3,19,0,0,0
India,34,3,21,0,0,0
India,34,3,18,0,0,0
India,34,3,16,6,6,0.7
India,34,3,11,1,1,0.1
India,34,3,17,0,0,0
India,34,3,20,0,0,0
India,35,3,19,33,37,0.4
India,35,3,17,0,0,0
India,35,3,22,1,2,0
India,35,3,21,12,12,0.2
India,35,3,13,0,0,0
India,35,3,14,0,0,0
India,35,3,15,0,0,0
India,35,3,0,0,0,0
India,35,3,1,0,0,0
India,35,3,2,4,4,0.1
India,35,3,3,21,21,0.3
India,35,3,4,0,0,0
India,35,3,5,21,21,0.3
India,35,3,6,0,0,0
India,35,3,7,48,48,0.6
India,35,3,8,0,0,0
India,35,3,9,3,3,0
India,35,3,10,118,128,1.5
India,35,3,11,1,1,0
India,35,3,12,3,3,0
India,35,3,18,1,2,0
India,35,3,20,0,0,0
India,35,3,16,245,261,3.2
India,0,4,5,0,0,0
India,0,4,15,1,1,3.9
India,0,4,14,0,0,0
India,0,4,13,0,0,0
India,0,4,17,0,0,0
India,0,4,22,0,0,0
India,0,4,21,0,0,0
India,0,4,20,0,0,0
India,0,4,16,3,3,11.8
India,0,4,18,0,0,0
India,0,4,19,0,0,0
India,0,4,12,0,0,0
India,0,4,11,0,0,0
India,0,4,10,0,0,0
India,0,4,9,2,2,7.9
India,0,4,8,0,0,0
India,0,4,7,0,0,0
India,0,4,0,1,1,3.9
India,0,4,1,0,0,0
India,0,4,2,0,0,0
India,0,4,3,0,0,0
India,0,4,4,0,0,0
India,0,4,6,0,0,0
India,1,4,3,86,87,1.8
India,1,4,20,23,23,0.5
India,1,4,21,26,26,0.5
India,1,4,16,1673,1686,34.6
India,1,4,22,0,0,0
India,1,4,17,8,8,0.2
India,1,4,13,86,87,1.8
India,1,4,14,8,8,0.2
India,1,4,15,2,2,0
India,1,4,0,2,2,0
India,1,4,1,0,0,0
India,1,4,2,14,14,0.3
India,1,4,4,2,2,0
India,1,4,5,94,95,1.9
India,1,4,6,6,6,0.1
India,1,4,7,16,16,0.3
India,1,4,8,2,2,0
India,1,4,9,62,65,1.3
India,1,4,10,716,716,14.8
India,1,4,11,5,5,0.1
India,1,4,12,11,11,0.2
India,1,4,19,348,354,7.2
India,1,4,18,252,254,5.2
India,2,4,1,0,0,0
India,2,4,20,0,0,0
India,2,4,0,0,0,0
India,2,4,22,0,0,0
India,2,4,15,0,0,0
India,2,4,18,0,0,0
India,2,4,19,1,1,1.6
India,2,4,12,0,0,0
India,2,4,11,0,0,0
India,2,4,10,0,0,0
India,2,4,9,0,0,0
India,2,4,8,0,0,0
India,2,4,7,2,2,3.1
India,2,4,16,3,3,4.7
India,2,4,14,0,0,0
India,2,4,13,0,0,0
India,2,4,6,0,0,0
India,2,4,17,0,0,0
India,2,4,5,0,0,0
India,2,4,4,0,0,0
India,2,4,3,0,0,0
India,2,4,2,0,0,0
India,2,4,21,0,0,0
India,3,4,12,0,0,0
India,3,4,16,2,2,0.1
India,3,4,18,0,0,0
India,3,4,19,0,0,0
India,3,4,11,0,0,0
India,3,4,10,0,0,0
India,3,4,9,2,2,0.1
India,3,4,8,0,0,0
India,3,4,7,0,0,0
India,3,4,6,0,0,0
India,3,4,5,0,0,0
India,3,4,21,0,0,0
India,3,4,4,0,0,0
India,3,4,3,0,0,0
India,3,4,2,0,0,0
India,3,4,1,0,0,0
India,3,4,0,0,0,0
India,3,4,15,0,0,0
India,3,4,14,0,0,0
India,3,4,13,0,0,0
India,3,4,20,0,0,0
India,3,4,17,0,0,0
India,3,4,22,0,0,0
India,4,4,9,20,20,0.3
India,4,4,20,0,0,0
India,4,4,21,42,42,0.5
India,4,4,22,2,2,0
India,4,4,17,0,0,0
India,4,4,13,0,0,0
India,4,4,14,0,0,0
India,4,4,15,0,0,0
India,4,4,0,0,0,0
India,4,4,1,0,0,0
India,4,4,2,0,0,0
India,4,4,3,1,1,0
India,4,4,4,0,0,0
India,4,4,5,1,1,0
India,4,4,6,0,0,0
India,4,4,7,165,165,2.1
India,4,4,8,0,0,0
India,4,4,10,0,0,0
India,4,4,11,0,0,0
India,4,4,12,0,0,0
India,4,4,19,189,189,2.5
India,4,4,18,5,5,0.1
India,4,4,16,424,424,5.5
India,5,4,22,0,0,0
India,5,4,17,0,0,0
India,5,4,13,2,2,3
India,5,4,14,0,0,0
India,5,4,15,0,0,0
India,5,4,20,0,0,0
India,5,4,21,0,0,0
India,5,4,2,0,0,0
India,5,4,3,2,2,3
India,5,4,4,0,0,0
India,5,4,5,4,4,6
India,5,4,11,0,0,0
India,5,4,6,2,2,3
India,5,4,7,1,1,1.5
India,5,4,8,1,1,1.5
India,5,4,1,0,0,0
India,5,4,0,0,0,0
India,5,4,9,0,0,0
India,5,4,10,23,23,34.3
India,5,4,12,0,0,0
India,5,4,19,0,0,0
India,5,4,18,33,33,49.2
India,5,4,16,64,64,95.4
India,6,4,12,16,16,0.8
India,6,4,18,67,69,3.3
India,6,4,16,1073,1080,53.5
India,6,4,5,78,78,3.9
India,6,4,4,2,2,0.1
India,6,4,3,47,47,2.3
India,6,4,2,1,1,0
India,6,4,1,0,0,0
India,6,4,0,2,2,0.1
India,6,4,15,2,2,0.1
India,6,4,14,1,1,0
India,6,4,13,9,9,0.4
India,6,4,17,113,113,5.6
India,6,4,22,0,0,0
India,6,4,6,29,29,1.4
India,6,4,21,14,15,0.7
India,6,4,20,5,5,0.2
India,6,4,7,35,35,1.7
India,6,4,8,0,0,0
India,6,4,9,58,59,2.9
India,6,4,10,292,292,14.6
India,6,4,11,6,6,0.3
India,6,4,19,376,379,18.8
India,7,4,21,2,2,0.2
India,7,4,10,245,245,21.4
India,7,4,11,2,2,0.2
India,7,4,12,41,43,3.6
India,7,4,19,16,16,1.4
India,7,4,18,309,309,26.9
India,7,4,16,780,845,68
India,7,4,20,13,13,1.1
India,7,4,9,15,15,1.3
India,7,4,8,2,2,0.2
India,7,4,7,8,8,0.7
India,7,4,6,6,6,0.5
India,7,4,5,111,171,9.7
India,7,4,4,2,2,0.2
India,7,4,3,103,163,9
India,7,4,2,3,3,0.3
India,7,4,1,0,0,0
India,7,4,0,2,2,0.2
India,7,4,15,2,2,0.2
India,7,4,14,3,5,0.3
India,7,4,13,3,3,0.3
India,7,4,17,0,0,0
India,7,4,22,5,6,0.4
India,8,4,14,0,0,0
India,8,4,15,0,0,0
India,8,4,0,0,0,0
India,8,4,1,0,0,0
India,8,4,2,0,0,0
India,8,4,3,0,0,0
India,8,4,4,0,0,0
India,8,4,5,0,0,0
India,8,4,20,2,2,1.2
India,8,4,21,0,0,0
India,8,4,22,0,0,0
India,8,4,17,6,6,3.7
India,8,4,10,5,5,3.1
India,8,4,11,1,1,0.6
India,8,4,12,2,2,1.2
India,8,4,19,7,7,4.3
India,8,4,9,1,1,0.6
India,8,4,18,8,8,4.9
India,8,4,16,36,36,22
India,8,4,6,0,0,0
India,8,4,7,1,1,0.6
India,8,4,8,0,0,0
India,8,4,13,3,3,1.8
India,9,4,13,19,19,0.4
India,9,4,20,6,6,0.1
India,9,4,21,40,41,0.8
India,9,4,22,0,0,0
India,9,4,17,202,204,4.2
India,9,4,14,3,3,0.1
India,9,4,15,8,8,0.2
India,9,4,0,8,8,0.2
India,9,4,1,0,0,0
India,9,4,2,5,5,0.1
India,9,4,3,146,147,3.1
India,9,4,4,12,12,0.3
India,9,4,5,179,180,3.7
India,9,4,6,21,21,0.4
India,9,4,7,86,87,1.8
India,9,4,8,5,7,0.1
India,9,4,9,64,66,1.3
India,9,4,10,1045,1077,21.8
India,9,4,11,1,1,0
India,9,4,12,80,80,1.7
India,9,4,19,102,106,2.1
India,9,4,18,281,283,5.9
India,9,4,16,2126,2173,44.4
India,10,4,6,3,3,0.1
India,10,4,5,30,30,1.4
India,10,4,4,0,0,0
India,10,4,3,27,27,1.2
India,10,4,2,1,1,0
India,10,4,1,0,0,0
India,10,4,0,2,2,0.1
India,10,4,15,2,2,0.1
India,10,4,14,2,2,0.1
India,10,4,13,19,19,0.9
India,10,4,8,18,18,0.8
India,10,4,11,3,3,0.1
India,10,4,21,4,4,0.2
India,10,4,10,331,331,15.1
India,10,4,9,49,50,2.2
India,10,4,22,0,0,0
India,10,4,17,17,17,0.8
India,10,4,20,5,5,0.2
India,10,4,12,4,4,0.2
India,10,4,19,16,16,0.7
India,10,4,18,49,49,2.2
India,10,4,16,571,572,26
India,10,4,7,21,21,1
India,11,4,0,0,0,0
India,11,4,16,195,195,27.7
India,11,4,18,0,0,0
India,11,4,19,3,3,0.4
India,11,4,12,0,0,0
India,11,4,11,1,1,0.1
India,11,4,10,116,116,16.5
India,11,4,9,3,3,0.4
India,11,4,8,0,0,0
India,11,4,7,19,19,2.7
India,11,4,6,0,0,0
India,11,4,5,3,3,0.4
India,11,4,4,0,0,0
India,11,4,3,3,3,0.4
India,11,4,2,0,0,0
India,11,4,1,0,0,0
India,11,4,15,0,0,0
India,11,4,14,1,1,0.1
India,11,4,13,46,46,6.5
India,11,4,17,1,1,0.1
India,11,4,22,0,0,0
India,11,4,21,2,2,0.3
India,11,4,20,0,0,0
India,12,4,7,0,0,0
India,12,4,6,0,0,0
India,12,4,5,0,0,0
India,12,4,4,0,0,0
India,12,4,1,0,0,0
India,12,4,0,0,0,0
India,12,4,13,0,0,0
India,12,4,2,0,0,0
India,12,4,3,0,0,0
India,12,4,14,0,0,0
India,12,4,20,0,0,0
India,12,4,15,0,0,0
India,12,4,21,0.9781268600490335,0.9781268600490335,0.1
India,12,4,22,0,0,0
India,12,4,17,0,0,0
India,12,4,16,2.9343805801471006,2.9343805801471006,0.3
India,12,4,18,0,0,0
India,12,4,19,0.9781268600490335,0.9781268600490335,0.1
India,12,4,12,0,0,0
India,12,4,11,0,0,0
India,12,4,10,0,0,0
India,12,4,9,0.9781268600490335,0.9781268600490335,0.1
India,12,4,8,0,0,0
India,13,4,18,0,0,0
India,13,4,20,0,0,0
India,13,4,21,1,1,0
India,13,4,22,0,0,0
India,13,4,17,0,0,0
India,13,4,13,0,0,0
India,13,4,14,0,0,0
India,13,4,15,0,0,0
India,13,4,0,0,0,0
India,13,4,1,0,0,0
India,13,4,2,1,1,0
India,13,4,3,0,0,0
India,13,4,4,0,0,0
India,13,4,5,0,0,0
India,13,4,6,0,0,0
India,13,4,7,0,0,0
India,13,4,8,0,0,0
India,13,4,9,5,5,0.2
India,13,4,10,5,5,0.2
India,13,4,11,0,0,0
India,13,4,12,0,0,0
India,13,4,19,0,0,0
India,13,4,16,12,12,0.5
India,14,4,19,333,346,5.8
India,14,4,16,1038,1061,17.9
India,14,4,12,93,94,1.6
India,14,4,11,1,1,0
India,14,4,10,141,144,2.4
India,14,4,9,49,50,0.8
India,14,4,8,3,3,0.1
India,14,4,7,26,26,0.4
India,14,4,6,18,18,0.3
India,14,4,5,192,194,3.3
India,14,4,4,6,6,0.1
India,14,4,3,168,170,2.9
India,14,4,2,2,2,0
India,14,4,1,0,0,0
India,14,4,0,1,1,0
India,14,4,15,1,1,0
India,14,4,14,0,0,0
India,14,4,13,24,24,0.4
India,14,4,17,48,48,0.8
India,14,4,22,0,0,0
India,14,4,21,35,38,0.6
India,14,4,20,41,41,0.7
India,14,4,18,49,49,0.8
India,15,4,4,3,3,0.1
India,15,4,3,32,32,0.8
India,15,4,2,0,0,0
India,15,4,1,0,0,0
India,15,4,0,0,0,0
India,15,4,15,0,0,0
India,15,4,16,549,551,13.1
India,15,4,18,12,12,0.3
India,15,4,19,208,210,5
India,15,4,12,31,31,0.7
India,15,4,11,14,14,0.3
India,15,4,14,3,3,0.1
India,15,4,13,15,15,0.4
India,15,4,17,4,4,0.1
India,15,4,22,29,29,0.7
India,15,4,21,13,13,0.3
India,15,4,20,24,24,0.6
India,15,4,10,75,75,1.8
India,15,4,9,34,34,0.8
India,15,4,8,1,1,0
India,15,4,7,50,50,1.2
India,15,4,6,1,1,0
India,15,4,5,36,36,0.9
India,16,4,15,0,0,0
India,16,4,20,0,0,0
India,16,4,21,0.021873139950966475,0.021873139950966475,0.1
India,16,4,22,0,0,0
India,16,4,17,0,0,0
India,16,4,13,0,0,0
India,16,4,14,0,0,0
India,16,4,0,0,0,0
India,16,4,1,0,0,0
India,16,4,2,0,0,0
India,16,4,3,0,0,0
India,16,4,4,0,0,0
India,16,4,5,0,0,0
India,16,4,6,0,0,0
India,16,4,7,0,0,0
India,16,4,8,0,0,0
India,16,4,9,0.021873139950966475,0.021873139950966475,0.1
India,16,4,10,0,0,0
India,16,4,11,0,0,0
India,16,4,12,0,0,0
India,16,4,19,0.021873139950966475,0.021873139950966475,0.1
India,16,4,18,0,0,0
India,16,4,16,0.06561941985289943,0.06561941985289943,0.3
India,17,4,9,0,0,0
India,17,4,8,0,0,0
India,17,4,7,0,0,0
India,17,4,6,0,0,0
India,17,4,5,0,0,0
India,17,4,4,0,0,0
India,17,4,3,0,0,0
India,17,4,2,0,0,0
India,17,4,1,0,0,0
India,17,4,0,0,0,0
India,17,4,15,0,0,0
India,17,4,14,0,0,0
India,17,4,13,0,0,0
India,17,4,17,0,0,0
India,17,4,22,0,0,0
India,17,4,21,0,0,0
India,17,4,20,0,0,0
India,17,4,16,0,0,0
India,17,4,18,0,0,0
India,17,4,19,0,0,0
